=== N5 未覆盖名词 (152个) ===
伯父; 叔父さん	おじさん	叔叔	uncle, middle-aged man
おととし	おととし	前年	year before last
伯母さん; 叔母さん	おばさん	阿姨	aunt
おまわりさん	おまわりさん	警察	policeman (friendly term)
終る	おわる	结束；关闭	to finish, to close
片仮名	かたかな	片假名	katakana
家庭	かてい	家；家庭	home; family
かばん	かばん	包；篮子	bag, basket
花瓶	かびん	花瓶	(flower) vase
かぶる	かぶる	戴（帽子）；被覆盖	to wear, to put on (e.g., a hat on the head)
川; 河	かわ	河	river
キロ; キログラム	キロ; キログラム	千克	(abbr.) kilo (kilogram)
キロ; キロメートル	キロ; キロメートル	千米	(abbr.) kilo (kilometer)
下さい	ください	请（接动词て形）	(with te-form verb) please do for me
曇り	くもり	阴天；多云	cloudiness, cloudy weather
曇る	くもる	变阴；变暗	to become cloudy, to become dim
グラム	グラム	克	gram
警官	けいかん	警察	police officer
九日	ここのか	九天；九号	nine days; ninth day of the month
九つ	ここのつ	九个	nine things
コピーする	コピーする	复制	to copy
さ来年	さらいねん	后年	year after next
字引	じびき	字典	dictionary
閉まる	しまる	关闭	to close, to be closed
じゃ; じゃあ	じゃ; じゃあ	那么	well, well then
そう; そうです	そう; そうです	是；appears, to be the case	yes; appears, to be the case
そうして; そして	そうして; そして	然后；于是	and, like that
たばこ	たばこ	烟；香烟	tobacco, cigarettes
テープレコーダー	テープレコーダー	录音机	tape recorder
どうも	どうも	谢谢；总觉得	Thank you; somehow; no matter how hard one may try
どなた	どなた	哪位（敬语）	who
七つ	ななつ	七个	seven things
七日	なのか	七天；七号	seven days; seventh day (of the month)
温い	ぬるい	温的；不冷不热	lukewarm
パーティー	パーティー	派对	a party
灰皿	はいざら	烟灰缸	ashtray
初め; 始め	はじめ	开始；起初	beginning, start
二十日	はつか	二十天；二十号	twenty days, twentieth (day of the month)
晴れ	はれ	晴天	clear (sunny) weather
晴れる	はれる	放晴	to be sunny
一月	ひとつき	一个月	one month
平仮名	ひらがな	平假名	hiragana
フィルム	フィルム	胶卷	film (roll of)
曲る	まがる	拐弯；弯曲	to turn, to bend
丸い; 円い	まるい	圆的	round, circular
六日	むいか	六天；六号	six days; sixth day of month
六つ	むっつ	六个	six things
八つ	やっつ	八个	eight things
昨夜	ゆうべ	昨晚	last night
ゆっくりと	ゆっくりと	慢慢地；从容地	slowly, at ease
八日	ようか	八天；八号	eight days; eighth day of the month
ラジオカセ	ラジオカセ	收录机	radio cassette player
レコード	レコード	唱片	record
ワイシャツ	ワイシャツ	衬衫	shirt (lit: white shirt), business shirt

=== N4 未覆盖名词 (194个) ===
娘	むすめ	女儿	daughter
前日	ぜんじつ	前一天	the day before
屋上	おくじょう	楼顶	rooftop
工場	こうじょう	工厂	factory
パン屋	パンや	面包店	bakery
美術館	びじゅつかん	美术馆	art museum
動物園	どうぶつえん	动物园	zoo
寺	てら	寺庙	temple
教会	きょうかい	教会	church
国内	こくない	国内	domestic
星	ほし	星星	star
地震	じしん	地震	earthquake
湖	みずうみ	湖	lake
島	しま	岛	island
森	もり	森林	forest
林	はやし	树林	woods
チョコレート	チョコレート	巧克力	chocolate
水道	すいどう	自来水	water supply
着物	きもの	和服	kimono
ジャケット	ジャケット	夹克	jacket
船	ふね	船	ship
特急	とっきゅう	特快	limited express
講義	こうぎ	讲座	lecture
発音	はつおん	发音	pronunciation
翻訳	ほんやく	翻译	translation
復習	ふくしゅう	复习	review
予習	よしゅう	预习	preview
お釣り	おつり	找零	change
法律	ほうりつ	法律	law
戦争	せんそう	战争	war
規則	きそく	规则	rule
国際	こくさい	国际	international
夢	ゆめ	梦/梦想	dream
嘘	うそ	谎言	lie
割合	わりあい	比例	ratio
漫画	まんが	漫画	manga; comic
ピアノ	ピアノ	钢琴	piano
コンサート	コンサート	演唱会	concert
お祭り	おまつり	节日/庙会	holiday; festival
輸出	ゆしゅつ	出口	export
輸入	ゆにゅう	进口	import
酸っぱい	すっぱい	酸的	sour
悲しい	かなしい	悲伤的	sad
珍しい	めずらしい	稀奇的	rare; unusual
素晴らしい	すばらしい	极好的	wonderful
格好いい	かっこいい	帅的	handsome
浅い	あさい	浅的	shallow
真面目	まじめ	认真的；正经的	serious
盛ん	さかん	繁盛的/旺盛的	thriving
遠慮	えんりょ	客气；顾虑	reserve; restraint
お祝い	おいわい	祝贺	celebration
お土産	おみやげ	礼物；特产	souvenir
科学	かがく	科学	science
見物	けんぶつ	参观；观光	sightseeing
産業	さんぎょう	产业	industry
食料品	しょくりょうひん	食品	groceries
新聞社	しんぶんしゃ	报社	newspaper company
生産	せいさん	生产	production
中学校	ちゅうがっこう	初中	junior high school
地理	ちり	地理	geography
泊まる	とまる	住宿	to stay (overnight)
投げる	なげる	扔	to throw
日記	にっき	日记	diary
盗む	ぬすむ	偷	to steal
寝坊	ねぼう	睡过头	oversleeping
年齢	ねんれい	年龄	age
見つける	みつける	找到	to find
沸かす	わかす	烧开	to boil
売れる	うれる	畅销	to sell (well)
贈る	おくる	赠送	to give (gift)
飾る	かざる	装饰	to decorate
数える	かぞえる	数数	to count
悲しむ	かなしむ	悲伤	to grieve
叱る	しかる	训斥	to scold
信じる	しんじる	相信	to believe
滑る	すべる	滑	to slip
訪ねる	たずねる	拜访	to visit
真剣	しんけん	认真的	serious
熱心	ねっしん	热心的	enthusiastic
すっと	すっと	直地；迅速地	straight, quickly
とうとう	とうとう	终于；到底	finally, at last
やはり; やっぱり	やはり; やっぱり	果然；还是	as I thought, absolutely
ステレオ	ステレオ	立体声	stereo
医学	いがく	医学	medical science
テキスト	テキスト	教材；课本	text; text book
うかがう	うかがう	拜访；请教（谦逊）	to ask
壊す	こわす	打破	to break, to break down
床屋	とこや	理发店	barber's (shop)
オートバイ	オートバイ	摩托车	motorcycle (lit: auto-bi(ke))
止む	やむ	停止	to cease, to stop
非常に	ひじょうに	extremely；非常	extremely; very
お宅	おたく	您家；府上	(someone else's) house; home -- polite word for 家 (いえ) --
郊外	こうがい	郊外	suburb, outskirts
アフリカ	アフリカ	非洲	Africa
建てる	たてる	建造	to build
贈り物	おくりもの	礼物	a gift; a present
泥棒	どろぼう	小偷	thief; burglar
レポート; リポート	レポート; リポート	报告	report
エスカレーター	エスカレーター	自动扶梯	escalator
ちっとも	ちっとも	一点也不	not at all (neg. verb)
揺れる	ゆれる	摇晃	to shake, to sway
落る	おちる	掉落	to fall, to drop
西洋	せいよう	西方；西洋	the West, Western countries
建て	～だて	～层（建筑）	~ storied, separate housing
捕まえる	つかまえる	抓住	to catch, to arrest
品物	しなもの	商品；物品	goods
けんかする	けんかする	吵架	quarrel
再来月	さらいげつ	下下个月	the month after next
光る	ひかる	发光	to shine, to glitter
飛行場	ひこうじょう	机场	airport
柔道	じゅうどう	柔道	judo
なさる	なさる	做（尊敬语）	-- honorific expression for する --
知らせる	しらせる	通知	to notify
おかしい	おかしい	奇怪的；可笑的	strange; odd; funny
辞典	じてん	词典	encyclopedia, reference book
漬ける	つける	腌制；泡	to soak, to moisten, to pickle
けがする	けがする	受伤	injury (to animate object), hurt
ステーキ	ステーキ	牛排	steak
オーバー	オーバー	大衣；过度	overcoat; over, exceeding, exaggeration
踊る	おどる	跳舞	to dance
公務員	こうむいん	公务员	government worker, public servant
お嬢さん	おじょうさん	令千金（敬语）	(someone's) daughter (polite)
アナウンサー	アナウンサー	播音员	announcer
消しゴム	けしゴム	橡皮擦	eraser
海岸	かいがん	海岸	coast, seashore
乗り物	のりもの	交通工具	vehicle
小鳥	ことり	小鸟	small bird
下宿	げしゅく	寄宿；公寓	lodging, boarding house
ジャム	ジャム	果酱	jam
楽む	たのしむ	享受	to enjoy
ごらんになる	ごらんになる	看（尊敬语）	-- honorific expression for みる --
おつり	おつり	找零	change; balance of money returned to the purchaser
チェックする	チェックする	检查	check
ワープロ	ワープロ	文字处理机	word processor
手袋	てぶくろ	手套	glove(s)
校長	こうちょう	校长	principal, headmaster
踊り	おどり	舞蹈	dance
亡くなる	なくなる	去世	to pass away
差し上げる	さしあげる	给（谦逊语）	-- humble expression for あげる --
写す	うつす	复制；to photograph	to copy ; to photograph
火事	かじ	火灾	fire
彼ら	かれら	他们	they (usually male)
アメリカ	アメリカ	美国	America, U.S.A.
暮れる	くれる	天黑；年末	to get dark, to come to an end
釣る	つる	钓鱼	to fish
あんな	あんな	这样的	such, like that
邪魔	じゃま	打扰；妨碍	hindrance, intrusion
再来週	さらいしゅう	下下周	the week after next
随分	ずいぶん	相当地	extremely
電灯	でんとう	电灯	electric light
びっくりする	びっくりする	吃惊	to be surprised
講堂	こうどう	礼堂	auditorium
おいでになる	おいでになる	在；存在	(hon.) to be
ハンバーグ	ハンバーグ	汉堡肉饼	hamburger steak
支度	したくする	准备	preparation
折れる	おれる	打破；转	to break, to be folded, to give in; to turn (a corner)
お金持ち	かねもち; おかねもち	有钱人	rich person
堅; 硬; 固い	かたい	硬的；坚固的	solid, hard, firm
あげる	あげる	给	to give
尋ねる	たずねる	询问	to inquire (same as 質問する)
ファックス	ファックス	传真	fax
高校生	こうこうせい	高中生	high school student
忘れ物	わすれもの	遗失物	lost article, something forgotten
高校; 高等学校	こうこう; こうとうがっこう	高中	high school; senior high school
暖房	だんぼう	暖气	heating
くださる	くださる	给（尊敬语）	(hon.) to give, to confer
ご存じ	ごぞんじ	知道（尊敬语）	knowing, acquaintance
下る	さがる	下降	to descend, to drop, to fall
アジア	アジア	亚洲	Asia
汽車	きしゃ	火车	train (steam)
召し上がる	めしあがる	吃；喝（敬语）	-- honorific form of 食べる (たべる) and 飲む (のむ) --
点く	つく	亮；点燃	to be started, to be switched on
格好	かっこう	外表；样子	appearance, manner, shape, form, posture
かまう	かまう	在意；介意	to mind, to care about, to be concerned about
落す	おとす	弄掉；丢失；降低	to drop, to lose
いじめる	いじめる	欺负	to bully, to torment
回る、回す	まわる、まわす	转；绕	to go around, to revolve
おっしゃる	おっしゃる	说（尊敬语）	-- honorific expression for いう --
工業	こうぎょう	工业	(manufacturing) industry
研究室	けんきゅうしつ	研究室；教授办公室	the professor's office; laboratory
けれど; けれども	けれど; けれども	但是；虽然	but, although
コンピュータ; コンピューター	コンピュータ; コンピューター	电脑	computer
勝つ	かつ	赢	to win
取り替える	とりかえる	更换	to exchange, to replace
真中	まんなか	正中间	middle, center
この頃	このごろ	最近	these days, nowadays
下げる	さげる	降低；挂	to lower ; to hang
看護婦	かんごふ	护士	(female) nurse
ガソリンスタンド	ガソリンスタンド	加油站	gas station, service station
お陰	おかげ	多亏；托福	thanks or owing to
木綿	もめん	棉花	cotton
アルコール	アルコール	酒精	alcohol
ソフト	ソフト	软的；软件	soft; soft hat; software
電報	でんぽう	电报	telegram

=== N3 未覆盖名词 (1009个) ===
隣人	りんじん	邻居	neighbor
老人	ろうじん	老人	elderly person
弁護士	べんごし	律师	lawyer
政治家	せいじか	政治家	politician
芸能人	げいのうじん	艺人	entertainer
通行人	つうこうにん	路人	passerby
犯人	はんにん	犯人	criminal
被害者	ひがいしゃ	受害者	victim
関係者	かんけいしゃ	相关人员	related person
参加者	さんかしゃ	参加者	participant
利用者	りようしゃ	使用者	user
独身	どくしん	单身	single; unmarried
最中	さいちゅう	正当中	in the middle of
翌日	よくじつ	第二天	the next day
博物館	はくぶつかん	博物馆	museum
水族館	すいぞくかん	水族馆	aquarium
グラウンド	グラウンド	操场	ground
スタジアム	スタジアム	体育场	stadium
市場	いちば/しじょう	市场	market
天候	てんこう	天候	weather
湿度	しつど	湿度	humidity
雷	かみなり	雷	thunder
霧	きり	雾	fog
風景	ふうけい	风景	scenery
植物	しょくぶつ	植物	plant
酢	す	醋	vinegar
スープ	スープ	汤	soup
レシピ	レシピ	食谱	recipe
鍋	なべ	火锅	hot pot
充電器	じゅうでんき	充电器	charger
天井	てんじょう	天花板	ceiling
終電	しゅうでん	末班车	last train
各駅停車	かくえきていしゃ	各站停车	local train
指定席	していせき	对号入座	reserved seat
自由席	じゆうせき	自由席位	non-reserved seat
ビザ	ビザ	签证	visa
職業	しょくぎょう	职业	occupation
報告書	ほうこくしょ	报告	report
経理	けいり	会计	accounting
製造	せいぞう	制造	manufacturing
リーダー	リーダー	领导	leadership
利益	りえき	利润	profit
予算	よさん	预算	budget
年収	ねんしゅう	年收入	annual income
有給休暇	ゆうきゅうきゅうか	带薪休假	paid leave
異動	いどう	调动	personnel change
降格	こうかく	降级	demotion
解雇	かいこ	解雇	dismissal; firing
履歴書	りれきしょ	简历	resume
内定	ないてい	内定（非正式录用通知）	unofficial job offer
引き継ぎ	ひきつぎ	交接	handover
ミス	ミス	失误	mistake
ノルマ	ノルマ	指标	quota
やりがい	やりがい	成就感/值得做	rewarding
科目	かもく	科目	subject
成績	せいせき	成绩	grade; result
奨学金	しょうがくきん	奖学金	scholarship
学費	がくひ	学费	tuition
論文	ろんぶん	论文	thesis; paper
参考書	さんこうしょ	参考书	reference book
通訳	つうやく	口译	interpreting
知識	ちしき	知识	knowledge
常識	じょうしき	常识	common sense
才能	さいのう	才能	talent
交通費	こうつうひ	交通费	transportation cost
食費	しょくひ	伙食费	food expenses
消費税	しょうひぜい	消费税	consumption tax
貯金	ちょきん	存款	savings
借金	しゃっきん	债务	debt
ローン	ローン	贷款	loan
引き落とし	ひきおとし	自动扣款	automatic debit
景気	けいき	景气；经济形势	economy; business
株	かぶ	股票	stock
権利	けんり	权利	right
平和	へいわ	和平	peace
事件	じけん	事件	incident; case
裁判	さいばん	审判	trial; court
選挙	せんきょ	选举	election
マナー	マナー	礼仪	manners
伝統	でんとう	传统	tradition
宗教	しゅうきょう	宗教	religion
高齢化	こうれいか	老龄化	aging population
差別	さべつ	歧视	discrimination
平等	びょうどう	平等	equal; equality
寄付	きふ	捐款	donation
記事	きじ	报道/文章	article
責任	せきにん	责任	responsibility
感情	かんじょう	感情	emotion
愛	あい	爱	love
不幸	ふこう	不幸	unhappiness
喜び	よろこび	喜悦	joy
悲しみ	かなしみ	悲伤	sadness
恐怖	きょうふ	恐惧	fear
驚き	おどろき	惊讶	surprise
覚悟	かくご	觉悟	resolution
絶望	ぜつぼう	绝望	despair
失望	しつぼう	失望	disappointment
好奇心	こうきしん	好奇心	curiosity
根性	こんじょう	毅力/骨气	guts; determination
プライド	プライド	自尊心	pride
コンプレックス	コンプレックス	自卑感	complex; insecurity
プレッシャー	プレッシャー	压迫感	pressure
リラックス	リラックス	放松	relaxation
記憶	きおく	记忆	memory
目的	もくてき	目的	purpose
理想	りそう	理想	ideal
秘密	ひみつ	秘密	secret
裏切り	うらぎり	背叛	betrayal
生き方	いきかた	生活方式	way of life
チャンス	チャンス	机会	chance
冒険	ぼうけん	冒险	adventure
分野	ぶんや	领域	field; area
範囲	はんい	范围	range; scope
きずな	きずな	羁绊	bond; ties
出会い	であい	相遇	encounter
過程	かてい	过程	process
結論	けつろん	结论	conclusion
方法	ほうほう	方法	method
ドラマ	ドラマ	电视剧	drama
楽器	がっき	乐器	musical instrument
ゲーム	ゲーム	游戏	game
バスケ	バスケ	篮球	basketball
スキー	スキー	滑雪	skiing
芸術	げいじゅつ	艺术	art
推し	おし	推/喜欢的偶像	favorite idol
配信	はいしん	直播/发布	streaming
パスワード	パスワード	密码	password
アカウント	アカウント	账号	account
デメリット	デメリット	缺点	disadvantage
モチベーション	モチベーション	动力	motivation
タイパ	タイパ	时间性价比	time performance
ワークライフバランス	ワークライフバランス	工作生活平衡	work-life balance
フリーランス	フリーランス	自由职业	freelance
スキル	スキル	技能	skill
グローバル	グローバル	全球化	global
サステナブル	サステナブル	可持续	sustainable
ダイバーシティ	ダイバーシティ	多样性	diversity
コンテンツ	コンテンツ	内容	content
プラットフォーム	プラットフォーム	平台	platform
フィードバック	フィードバック	反馈	feedback
アップデート	アップデート	更新	update
インストール	インストール	安装	install
ダウンロード	ダウンロード	下载	download
クラウド	クラウド	云	cloud
AI	エーアイ	人工智能	AI
リサイクル	リサイクル	回收利用	utilize
小麦粉	こむぎこ	面粉	wheat flour
片栗粉	かたくりこ	淀粉	potato starch
納豆	なっとう	纳豆	natto
物干し	ものほし	晾衣架	drying rack
タイムセール	タイムセール	限时特卖	time sale
まとめ買い	まとめがい	批量购买	bulk buying
皮膚科	ひふか	皮肤科	dermatology
絆創膏	ばんそうこう	创可贴	band-aid
乗り遅れ	のりおくれ	没赶上车	missed the train
有給	ゆうきゅう	带薪假	paid leave
承認	しょうにん	批准/审批	approval
振込	ふりこみ	转账	bank transfer
届出	とどけで	申报/申请书	notification/report
猛暑	もうしょ	酷暑	extreme heat
真冬	まふゆ	隆冬	midwinter
圏外	けんがい	没信号	out of range
着信	ちゃくしん	来电	incoming call
不在着信	ふざいちゃくしん	未接来电	missed call
管理費	かんりひ	管理费	maintenance fee
退去	たいきょ	退房/搬出	moving out
授業参観	じゅぎょうさんかん	教学观摩	class observation
学童	がくどう	课后托管	after-school care
首相	しゅしょう	首相	prime minister
大臣	だいじん	大臣；部长	minister
被害	ひがい	受灾/损害	damage
物価	ぶっか	物价	prices
訪問	ほうもん	访问	visit
濃い	こい	浓的	thick; strong
悔しい	くやしい	不甘心的	frustrating
痒い	かゆい	痒的	itchy
激しい	はげしい	激烈的	intense
臭い	くさい	臭的	smelly
賢い	かしこい	聪明的	wise; clever
鋭い	するどい	尖锐的/敏锐的	sharp
幼い	おさない	幼小的	young; childish
めんどくさい	めんどくさい	麻烦的	troublesome
気持ち悪い	きもちわるい	恶心的	disgusting
明確	めいかく	明确的	clear
積極的	せっきょくてき	积极的	proactive
個人的	こじんてき	个人的	personal
効果的	こうかてき	有效的	effective
理想的	りそうてき	理想的	ideal
不思議	ふしぎ	不可思议	mysterious
微妙	びみょう	微妙的/不太行	subtle; delicate
地味	じみ	朴素的/低调的	plain; subtle
派手	はで	花哨的/高调的	flashy
清潔	せいけつ	干净的	clean
快適	かいてき	舒适的	comfortable
重大	じゅうだい	重大的	grave; serious
器用	きよう	手巧的	dexterous
不器用	ぶきよう	笨拙的	clumsy
穏やか	おだやか	温和的	calm; gentle
貧しい	まずしい	贫穷的	poor
夢中	むちゅう	入迷；热衷	absorbed in
退屈	たいくつ	无聊	bored
厄介	やっかい	棘手的	troublesome
有効	ゆうこう	有效的	effective
有利	ゆうり	有利的	advantageous
新た	あらた	新的/重新的	new
市民	しみん	市民	citizen
国民	こくみん	国民	national
政治	せいじ	政治	politics
採用	さいよう	录用	hiring
欠席	けっせき	缺席	absence
単位	たんい	学分；单位	credit; unit
研究	けんきゅう	研究	research
実験	じっけん	实验	experiment
数学	すうがく	数学	mathematics
文学	ぶんがく	文学	literature
哲学	てつがく	哲学	philosophy
設備	せつび	设备	facilities
波	なみ	波浪	wave
森林	しんりん	森林	forest
性格	せいかく	性格	personality
感想	かんそう	感想	impressions
許可	きょか	许可	permission
不満	ふまん	不满	dissatisfaction
与える	あたえる	给予	to give
扱う	あつかう	处理；对待	to handle
現れる	あらわれる	出现	to appear
疑う	うたがう	怀疑	to doubt
含む	ふくむ	包含	to contain
気づく	きづく	注意到	to notice
加える	くわえる	加上	to add
超える	こえる	超过	to exceed
確かめる	たしかめる	确认	to confirm
戦う	たたかう	战斗	to fight
望む	のぞむ	期望	to wish
延ばす	のばす	延长	to extend
離れる	はなれる	离开	to leave; to separate
防ぐ	ふせぐ	防止	to prevent
増やす	ふやす	增加（使）	to increase
燃える	もえる	燃烧	to burn
破る	やぶる	撕破；打破	to tear; to break
許す	ゆるす	原谅	to forgive
分ける	わける	分开	to divide
ファイル	ふぁいる	文件	file
平均	へいきん	平均	average
対象	たいしょう	对象	target
現象	げんしょう	现象	phenomenon
構造	こうぞう	结构	structure
態度	たいど	态度	attitude
処理	しょり	处理	processing
活動	かつどう	活动	activity
溢れる	あふれる	溢出	to overflow
抱える	かかえる	抱着；面临	to hold; to have
叫ぶ	さけぶ	叫喊	to shout
備える	そなえる	准备；配备	to prepare
保つ	たもつ	保持	to maintain
沈む	しずむ	沉没	to sink
狙う	ねらう	瞄准	to aim
拾う	ひろう	捡起	to pick up
恐ろしい	おそろしい	可怕的	terrifying
純粋	じゅんすい	纯粹的	pure
大胆	だいたん	大胆的	bold
見事	みごと	出色的	splendid
決して	けっして	绝不	never
せっかく	せっかく	好不容易	with effort
ついに	ついに	终于	finally
わざと	わざと	故意	on purpose
一応	いちおう	姑且	tentatively
うっかり	うっかり	不小心	carelessly
きちんと	きちんと	整齐地	properly
そっと	そっと	悄悄地	softly; quietly
ぴったり	ぴったり	正好	exactly; perfectly
まさか	まさか	难道	no way
めったに	めったに	很少	rarely
作法	さほう	礼仪；做法	manners, etiquette, propriety
冷ます	さます	使冷却	to cool, to let cool
覚ます	さます	弄醒；使清醒	to awaken
冷める	さめる	变凉；冷淡	to become cool, to wear off
去る	さる	离开	to leave, to go away
騒ぎ	さわぎ	骚动；喧闹	uproar, disturbance
酸性	さんせい	酸性	acidity
酸素	さんそ	氧气	oxygen
ジーンズ	ジーンズ	牛仔裤	jeans
ジェット機	ジェットき	喷气式飞机	jet plane
四角	しかく	四方形	square
支給	しきゅう	发放；供给	payment, allowance
至急	しきゅう	至急	urgent, pressing
時刻	じこく	时刻	time, hour
自殺	じさつ	自杀	suicide
事情	じじょう	事情	circumstances, situation, reasons
詩人	しじん	詩人	poet
自身	じしん	自身	oneself
思想	しそう	思想	thought, idea
親しい	したしい	亲密的	intimate, close (e.g., friend)
失業	しつぎょう	失业	unemployment
湿気	しっけ	湿气	moisture, humidity, dampness
実現	じつげん	实现	implementation, materialization, realization
実行	じっこう	实行	practice, execution (e.g., program), realization
実力	じつりょく	实力	ability; force
支店	してん	分店	branch store (office)
指導	しどう	指导	leadership, guidance, coaching
支配	しはい	支配；统治	rule, control, direction
芝居	しばい	戏剧；演戏	play, drama
芝生	しばふ	草坪	lawn
死亡	しぼう	死亡	death
自慢	じまん	自豪；引以为傲	pride, boast
周囲	しゅうい	周围	surroundings, circumference, environs
重体	じゅうたい	病危	critical condition
住宅	じゅうたく	住宅	resident, housing
主義	しゅぎ	主义	doctrine, cause, principle
宿泊	しゅくはく	住宿	lodging
出場	しゅつじょう	出场	participation
出身	しゅっしん	出身	come from
出版	しゅっぱん	出版	publication
首都	しゅと	首都	capital city
主婦	しゅふ	家庭主妇	housewife
主要	しゅよう	主要	chief, main
乗客	じょうきゃく	乘客	passenger
上京	じょうきょう	进京；去东京	proceeding to the capital (Tokyo)
正午	しょうご	正午	noon, mid-day
少女	しょうじょ	少女	young girl
上達	じょうたつ	进步；提高	improvement, advance
上等	じょうとう	上等	first class, very good
衝突	しょうとつ	冲突	collision, conflict
商人	しょうにん	商人	trader, shopkeeper, merchant
少年	しょうねん	少年	boys, juveniles
商売	しょうばい	买卖	trade, business, commerce
